"code","lat","lng","state","fullname","Pin_code","stops","DelayOverall","DelayDiscreate"
"KDV",19.3568286,73.2189396,"Maharashtra","KHADAVLI",421605,2,57.6470588235294,7.29411764705882
"KDX",26.4638932,88.7389433,"West Bengal","KADABARI HAT",735132,4,7.03030303030303,-0.0909090909090909
"KDY",12.6259997,78.5716744,"Tamil Nadu","KETTANDAPATTI",635851,4,36.4242424242424,15.5151515151515
"KDZ",30.96593,77.1074353,"Himachal Pradesh","KANDAGHAT",173213,6,32.5660377358491,3.71698113207547
"KE",19.5804332,73.3939862,"Maharashtra","KHARDI",421601,2,60.8823529411765,4.64705882352941
"KEA",32.9869346,74.9316951,"Jammu and Kashmir","KATRA",182320,12,54.7333333333333,14.0888888888889
"KEB",20.3161558,72.9012877,"Gujarat","KARAMBELI",396105,20,10.3149171270718,2.33701657458564
"KED",21.0304792,86.3833794,"Odisha","KENDUAPADA",756112,8,30.8823529411765,1.15294117647059
"KEE",24.008571,86.747826,"Jharkhand","KASEETAR",815352,7,33.9830508474576,2.66101694915254
"KEF",15.503008,78.250481,"Andhra Pradesh","KRISHNAMA KONA",518112,8,49.3943661971831,2.66197183098592
"KEG",28.342241,79.053035,"Uttar Pradesh","KARENGI",243725,12,85.1188118811881,1.24752475247525
"KEH",25.3576174,82.7176008,"Uttar Pradesh","KAPSETI",221403,9,123.890909090909,5.45454545454545
"KEI",25.3274936,83.0315223,"Uttar Pradesh","KASHI",221001,37,112.01376146789,12.045871559633
"KEJ",31.0217444,77.103659,"Himachal Pradesh","KATHLEEGHAT",173234,3,6.85185185185185,-1.48148148148148
"KEK",18.9451039,77.738502,"Maharashtra","KARKHELI",431808,13,25.0819672131148,1.58196721311475
"KEM",18.1770097,75.2740646,"Maharashtra","KEM",413223,9,67.7536231884058,5.69565217391304
"KEMA",23.215122,69.771828,"Gujarat","KUKMA",370105,2,4.1,0.2
"KEMK",31.1398187,74.553456,"Punjab","KHEM KARAN",143419,8,0,0
"KEMP",21.0877134,79.2635465,"Maharashtra","KEMPALSAD",441204,4,1.18918918918919,0
"KEMR",28.811122,79.201304,"Uttar Pradesh","KEMRI HALT",244928,2,46.2777777777778,8.55555555555556
"KEN",13.6053491,79.286643,"Andhra Pradesh","KOTALA",517102,14,24.3228346456693,-0.874015748031496
"KEP",22.2407227,73.2692814,"Gujarat","KELANPUR",391760,6,19.7457627118644,1.38983050847458
"KEPR",26.0276257,82.3466384,"Uttar Pradesh","KOIRIPUR",222301,12,104.406976744186,2.76744186046512
"KER",26.0440059,83.7356901,"Uttar Pradesh","KIRIHRAPUR",221716,8,58.9864864864865,-6.60810810810811
"KES",30.2649625,76.9341473,"Haryana","KESRI",133102,14,36.992700729927,0.27007299270073
"KESR",29.9510258,73.6192342,"Rajasthan","KESRI SINGHPUR",335027,6,8.125,1.44642857142857
"KEV",27.0166838,77.3297308,"Rajasthan","KELA DEVI",321302,6,26.3050847457627,4.06779661016949
"KEX",28.8717996,77.289181,"Uttar Pradesh","KHEKRA",201101,22,34.4568527918782,-1.42131979695431
"KEY",12.4100069,78.508699,"Tamil Nadu","KAGANKARAI",635654,6,16.7358490566038,-1.56603773584906
"KEZ",19.98411,79.566118,"Maharashtra","KELZAR",441224,6,13.5454545454545,3.12727272727273
"KFA",25.661382,86.5984972,"Bihar","KOPARIA",852126,18,38.84,5.96666666666667
"KFC",10.519751,78.238259,"Tamil Nadu","KALPATTICHATRAM",621315,4,16.6388888888889,4.91666666666667
"KFD",17.9985406,73.4044845,"Maharashtra","KARANJADI",402301,4,53.1111111111111,5.69444444444444
"KFF",21.160983,73.885377,"Maharashtra","KOLDA",425417,5,26.5428571428571,0.542857142857143
"KFH",18.2325356,74.5959144,"Maharashtra","KATPHAL",413133,8,1.38028169014085,0.225352112676056
"KFI",8.7793243,76.6793955,"Kerala","KAPPIL",695311,8,26.5217391304348,0.260869565217391
"KFK",25.2506202,82.6343912,"Uttar Pradesh","KATKA",221314,6,65.8275862068966,2.05172413793103
"KFPR",28.8654483,78.3599559,"Uttar Pradesh","KAFURPUR",244236,12,136.14,7.7
"KFQ",9.6174266,76.5321699,"Kerala","KUMARANALLUR",686016,9,43.0740740740741,5.33333333333333
"KFT",25.5588066,77.6169621,"Madhya Pradesh","KAJRI",473551,12,69.7553191489362,0.904255319148936
"KFU",29.4946426,76.9685367,"Haryana","KOHAND",132114,11,22.5607476635514,0.710280373831776
"KFV",8.9692201,76.6902517,"Kerala","KUNDARA EAST",691501,10,10.0967741935484,1.38709677419355
"KFX",21.7729909,79.9290347,"Madhya Pradesh","KOCHEWAHI",481332,NA,NA,NA
"KFY",22.914899,78.9842212,"Madhya Pradesh","KARAPGAON",487221,6,148.983050847458,3.72881355932203
"KGA",25.7616529,81.10254,"Uttar Pradesh","KHAGA",212655,9,118.509090909091,20.8909090909091
"KGB",22.2977086,82.0265797,"Chhattisgarh","KARGI ROAD",495113,18,41.3899371069182,2.0125786163522
"KGBS",27.7983722,76.6415364,"Rajasthan","KISHENGARH BLWS",301404,16,35.974025974026,4.59090909090909
"KGD",9.6957955,77.9740316,"Tamil Nadu","KALLIGUDI",625701,8,21.8783783783784,5.25675675675676
"KGE",21.7656197,79.8097013,"Madhya Pradesh","KATANGI",481445,NA,NA,NA
"KGF",28.8257792,78.7964874,"Uttar Pradesh","KATHGHAR",243001,6,110.725190839695,32.2290076335878
"KGG",25.5061504,86.4670358,"Bihar","KHAGARIA JN.",851204,84,69.2081447963801,-1.12669683257919
"KGI",12.9175592,77.4839592,"Karnataka","KENGERI",560060,42,17.8562091503268,1.25816993464052
"KGIH",16.568677,75.785696,"Karnataka","KALGURKI H",586121,3,36.3333333333333,-0.111111111111111
"KGKD",31.1258688,75.2127725,"Punjab","KANG KHURD",144629,2,9.15,0
"KGL",15.7263694,77.2255893,"Andhra Pradesh","KUPGAL",NA,8,43.6349206349206,0.587301587301587
"KGLE",24.1094545,88.2290258,"West Bengal","KHAGRAGHAT ROAD",742187,42,14.8851540616247,2.19887955182073
"KGM",29.2669016,79.5468212,"Uttarakhand","KATHGODAM",263126,22,15.2307692307692,-7.95804195804196
"KGMR",32.0973725,76.287083,"Himachal Pradesh","KANGRA MANDIR",176038,12,23.2752293577982,0.00917431192660551
"KGN",26.8778271,88.2772905,"West Bengal","KURSEONG",734203,11,NA,NA
"KGP",22.3408782,87.3258378,"West Bengal","KHARAGPUR JN",721301,221,11.0347826086957,-3.24521739130435
"KGQ",12.4913231,74.9876916,"Kerala","KASARAGOD",671121,81,34.1706161137441,3.84834123222749
"KGRA",32.0851013,76.262485,"Himachal Pradesh","KANGRA",176038,12,19.4862385321101,-2.86238532110092
"KGS",22.5516545,81.9338739,"Chhattisgarh","KHONGSARA",495116,12,37.8039215686275,2.19607843137255
"KGW",15.2515407,76.4332581,"Karnataka","KARIGANURU",583203,1,30,1.33333333333333
"KGX",15.4482814,75.7190679,"Karnataka","KANGINHAL",582102,4,40.0789473684211,12
"KGY",22.472384,88.020672,"West Bengal","KULGACHIA",711306,3,24.45,-0.1
"KGZ",12.5320733,79.9115682,"Tamil Nadu","KARUNGUZHI",603303,4,24.9736842105263,2.5
"KH",27.775749,79.9601879,"Uttar Pradesh","KAHILIYA",242406,10,111.481481481481,-26.3827160493827
"KHA",22.006252,76.477735,"Madhya Pradesh","KHAIGAON",450991,6,4.40816326530612,0.0204081632653061
"KHAI",22.3747534,87.6967549,"West Bengal","KHIRAI",721139,2,18.3636363636364,-0.0909090909090909
"KHAT",21.2425624,79.5511597,"Maharashtra","KHAT",441102,12,29.3333333333333,0.638095238095238
"KHBJ",23.8967485,80.8222943,"Madhya Pradesh","KHANNA BANJARI",483770,8,92.0131578947368,-0.907894736842105
"KHBV",19.2983595,72.9837943,"Maharashtra","KHARBAO",421302,12,10.3947368421053,0.131578947368421
"KHC",22.4196921,70.8392644,"Gujarat","KHORANA",360003,6,21.9,6.46
"KHD",23.1559172,72.5483894,"Gujarat","KHODIYAR",382421,4,6.32432432432432,2.89189189189189
"KHDB",23.1559172,72.5483894,"Gujarat","KHODIYAR",382421,12,23.4623655913978,2.2258064516129
"KHDI",22.3615682,70.7171257,"Gujarat","KHANDERI",360006,4,20.6764705882353,1.5
"KHDP",27.099815,79.778985,"Uttar Pradesh","KHUDLAPUR",209733,8,24.8051948051948,1.50649350649351
"KHE",28.8028266,78.181648,"Uttar Pradesh","KANKATHER",244235,6,160.842105263158,2.70175438596491
"KHED",17.712447,73.4092731,"Maharashtra","KHED",415621,18,43.9915254237288,11.3983050847458
"KHF",21.3964548,86.8229985,"Odisha","KHANTAPARA",756053,12,16.26,-0.59
"KHH",28.9133666,79.5196817,"Uttarakhand","KICHHA",263148,14,13.0888888888889,0.666666666666667
"KHHJ",31.164249,76.030089,"Punjab","KHATKAR KALAN J",144512,2,37.7894736842105,1.73684210526316
"KHI",25.9797923,85.3393842,"Bihar","KURHANI",844120,6,50.3684210526316,-0.631578947368421
"KHJ",25.3038195,78.4781248,"Uttar Pradesh","KHAJRAHA",284120,6,72.5535714285714,3.58928571428571
"KHKN",28.7696625,77.1158414,"Delhi","KHERA KALAN",110082,22,17.1111111111111,0.368686868686869
"KHKT",25.9527354,93.7546474,"Assam","KHOTKHOTI",782480,4,10.9166666666667,0.138888888888889
"KHLL",12.758614,77.335476,"Karnataka","KETOHALLI",562128,9,19.425,0.8125
"KHM",26.7002569,83.4950611,"Uttar Pradesh","KUSMHI",273202,8,58.32,3.52
"KHMA",28.9152957,79.9694311,"Uttarakhand","KHATIMA",262308,10,NA,NA
"KHN",23.0469546,88.3151612,"West Bengal","KHANYAN",712157,1,4.9,-0.5
"KHNM",25.7143785,81.5096652,"Uttar Pradesh","KUNDA HARNAMGNJ",230204,18,82.5833333333333,0.409090909090909
"KHNP",17.9425069,77.3842191,"Karnataka","KHANAPUR DECCAN",585402,2,91.4,9.9
"KHNR",23.80842,75.101383,"Madhya Pradesh","KACHNARA",457339,2,29.875,1.125
"KHOH",25.210169,80.97671,"Uttar Pradesh","KHOH",210205,6,53.2363636363636,2.09090909090909
"KHPL",20.9504586,83.5364342,"Odisha","KHALIPALI",767021,4,104.083333333333,2.72222222222222
"KHQ",25.3883684,87.0139289,"Bihar","KHARIK",853204,8,74.6301369863014,0.397260273972603
"KHRA",27.5301938,75.6486797,"Rajasthan","KHACHERA",332715,6,24.5333333333333,0.766666666666667
"KHRI",23.7676586,86.2286623,"Jharkhand","KHARKHARI",828305,6,18.2586206896552,0.586206896551724
"KHRJ",24.3618799,77.075851,"Madhya Pradesh","KUMBHRAJ",473222,9,38.6065573770492,1.68852459016393
"KHRK",28.8367634,76.3077658,"Haryana","KHARAK",127114,8,9.66666666666667,1.73333333333333
"KHRS",23.037147,71.955693,"Gujarat","KHARESHWAR ROAD",382150,2,NA,NA
"KHRY",24.8017972,82.9859108,"Uttar Pradesh","KHAIRAHI",231216,4,26.9354838709677,-0.32258064516129
"KHS",21.9918995,83.1026462,"Chhattisgarh","KHARSIA",496661,28,34.2663755458515,7.61135371179039
"KHT",13.7437718,79.6816922,"Andhra Pradesh","SRI KALAHASTI",517640,33,25.8348214285714,3.55357142857143
"KHTG",21.2519526,73.9833128,"Maharashtra","KHATGAON",425416,5,28.4285714285714,4.08571428571429
"KHTN",26.4946717,86.3975172,"Bihar","KHUTAUNA",847227,8,29.109375,10.0625
"KHTU",27.1151748,74.3309775,"Rajasthan","KHATU",341301,7,15.2941176470588,1.14705882352941
"KHTX",25.859973,72.171864,"Rajasthan","KHED TEMPLE HLT",344032,2,17.2222222222222,-0.777777777777778
"KHU",25.365479,80.478793,"Uttar Pradesh","KHURHAND",210120,12,54.5934065934066,4.17582417582418
"KHV",29.014286,76.4822996,"Haryana","KARAINTHI",124514,12,23.0869565217391,0.382608695652174
"KI",16.6238096,80.5471438,"Andhra Pradesh","KONDAPALLI",521228,12,8.67391304347826,-9.35869565217391
"KIA",23.3909941,72.9129736,"Gujarat","KHARI AMRAPUR",383215,8,7.88732394366197,2.52112676056338
"KIAT",13.3157047,77.1477395,"Karnataka","KYATSANDRA",572104,21,20.3680981595092,0.496932515337423
"KIB",8.7506719,77.399298,"Tamil Nadu","KIZHA AMBUR",627418,8,11.16,0.946666666666667
"KIC",8.6809091,77.4650308,"Tamil Nadu","KALLIDAIKURICHI",627416,8,13.7333333333333,2.69333333333333
"KID",25.4521484,80.2361395,"Uttar Pradesh","KHAIRAR JN",210001,10,52.4909090909091,3.85454545454545
"KIG",22.4344455,87.8801749,"West Bengal","KOLAGHAT GOODS",721134,4,19.6666666666667,1.1
"KII",11.4385391,79.7232926,"Tamil Nadu","KILLE",608102,6,14.5192307692308,2.11538461538462
"KIJ",22.1778923,86.1879694,"Odisha","KULDIHA",757050,NA,NA,NA
"KIK",10.9175925,79.8393032,"Puducherry","KARAIKAL",609602,11,0.82051282051282,-16.3974358974359
"KIKA",24.1181285,78.1153725,"Madhya Pradesh","KURWAI KETHORA",464224,6,103.830508474576,28.2372881355932
"KIM",21.3993959,72.9264011,"Gujarat","KIM",394111,27,18.4840182648402,0.707762557077626
"KIN",24.8617443,74.3124629,"Rajasthan","KAPASAN",312202,14,11.327868852459,3.02459016393443
"KIP",28.2746473,76.6781974,"Haryana","KHALILPUR",122502,10,60.8488372093023,6.15116279069767
"KIQ",30.903306,74.552304,"Punjab","KHAI PHEMEKI",152003,2,10.8,1.6
"KIR",25.547924,87.5651329,"Bihar","KATIHAR JN",854105,122,39.106239460371,-7.4468802698145
"KIS",20.5581928,85.9938971,"Odisha","KAPILAS ROAD",754022,12,28.0655737704918,3.68032786885246
"KISN",23.178999,87.165332,"West Bengal","KALISEN PH",722174,6,16.4464285714286,0.946428571428571
"KIT",19.6113663,85.1282414,"Odisha","KHALLIKOT",761029,18,31.0387596899225,2.04651162790698
"KITA",23.364672,85.768666,"Jharkhand","KITA",835102,12,14.3693693693694,-0.288288288288288
"KITN",27.9024314,80.7886934,"Uttar Pradesh","KHIRI TOWN",262701,12,23.625,0.875
"KIU",29.2276324,76.3356119,"Haryana","KINANA",126102,12,26.2035398230088,3.38938053097345
"KIUL",25.171812,86.1063063,"Bihar","KIUL JN",811310,170,65.7174541947927,0.0154291224686596
"KIV",28.8806513,78.5609794,"Uttar Pradesh","KAIALSA",244221,12,148.92,12.23
"KIW",24.7807148,75.9830171,"Rajasthan","KANWALPURA",326517,9,27.1477272727273,0.977272727272727
"KIY",29.6789569,76.2282222,"Haryana","KALAYAT",126116,10,20.5934065934066,1.89010989010989
"KIZ",22.788914,73.64754,"Gujarat","KANSUDHI",389120,8,24.1805555555556,4.77777777777778
"KJ",20.5733518,75.1405828,"Maharashtra","KAJGAON",424103,6,48.9818181818182,4.32727272727273
"KJA",26.5263687,82.1270943,"Uttar Pradesh","KHAJURHAT",224207,4,28.7368421052632,-0.657894736842105
"KJC",27.8293561,78.6771619,"Uttar Pradesh","KASGANJ CITY",207123,4,15.3589743589744,4.28205128205128
"KJG",14.8521015,75.4083417,"Karnataka","KARAJGI",581112,10,21.2808988764045,2.64044943820225
"KJH",25.182239,86.262104,"Bihar","KAJRA",811309,40,40.570987654321,3.11111111111111
"KJI",26.4841403,86.1615495,"Bihar","KHAJAULI",847228,16,70.3206106870229,13.9312977099237
"KJJ",14.5644187,79.9945675,"Andhra Pradesh","KODAVALURU",524366,8,48.1111111111111,3.54166666666667
"KJKD",10.8003056,76.7549461,"Kerala","KANJIKODE",678621,14,10.8780487804878,5.64227642276423
"KJL",20.8696116,76.396147,"Maharashtra","KHUMGAON BURTI",443404,6,42.7037037037037,5.38888888888889
"KJLU",29.3330301,78.2161053,"Uttar Pradesh","KHARI JHALU",246728,6,34.6730769230769,0.788461538461538
"KJM",13.0005672,77.6746456,"Karnataka","KRISHNARAJAPURM",560016,90,23.7690355329949,3.08883248730964
"KJME",23.6156107,87.1848959,"West Bengal","KAJORAGRAM",713338,11,10.877358490566,1.93396226415094
"KJN",27.0265601,79.9260037,"Uttar Pradesh","KANNAUJ",209727,31,38.5679012345679,6.24074074074074
"KJNC",27.0436633,79.9040955,"Uttar Pradesh","KANNAUJ CITY",209727,8,26.5324675324675,0.714285714285714
"KJP",25.921357,76.858168,"Madhya Pradesh","KHOJEEPURA",476337,4,NA,NA
"KJPD",11.572805,79.5962772,"Tamil Nadu","KURINJIPADI",607302,2,20,6.72222222222222
"KJS",12.4012044,76.5669298,"Karnataka","KRISHNARAJASGRA",571607,5,16.6964285714286,0
"KJT",18.9104432,73.3213272,"Maharashtra","KARJAT",410201,72,18.3308457711443,4.13432835820895
"KJTW",25.6858376,82.7056216,"Uttar Pradesh","KAJGAON TERHWAN",222138,4,77.05,-1.15
"KJU",23.0156205,88.4109526,"West Bengal","KUNTIGHAT",712147,6,15.7090909090909,0.345454545454545
"KJV",21.7410146,71.275692,"Gujarat","KHIJADIYA JN",365435,2,6.29411764705882,5.88235294117647
"KJW",26.92295,73.86132,"Rajasthan","KHAJWANA",341028,4,28.425,-0.025
"KJY",28.2525535,77.841195,"Uttar Pradesh","KHURJA CITY",203132,9,24.0972222222222,0.263888888888889
"KJZ",23.2778424,82.9342318,"Chhattisgarh","KARONJI",497226,6,31.2222222222222,2.16666666666667
"KK",18.5631806,73.8406198,"Maharashtra","KHADKI",411020,19,13.2814814814815,0.777777777777778
"KKA",26.0018124,87.8642234,"West Bengal","KANKI",733209,6,72.5660377358491,10.1509433962264
"KKAH",26.6186475,81.0063955,"Uttar Pradesh","KANKAHA",226303,11,144.65625,5.91666666666667
"KKB",22.9917455,79.341011,"Madhya Pradesh","KARAK BEL",487118,10,113.873684210526,3.46315789473684
"KKD",22.4785098,75.8596482,"Madhya Pradesh","KALKUND",453441,12,25.0265486725664,2.35398230088496
"KKDE",29.969467,76.8519728,"Haryana","KURUKSHETRA JN",136118,77,44.3411949685535,3.24213836477987
"KKDI",10.0692832,78.7939158,"Tamil Nadu","KARAIKKUDI JN",630202,17,8.74698795180723,-9.32530120481928
"KKET",26.1273296,92.0825722,"Assam","KAMRUP KHETRI",782403,6,14,2.70909090909091
"KKG",20.0256534,77.1033275,"Maharashtra","KEKATUMAR",444505,6,30.7547169811321,1.79245283018868
"KKGM",18.9228881,83.0070137,"Odisha","KAKRI GUMA",765013,6,35.0943396226415,1
"KKHT",26.1836017,85.9484573,"Bihar","KAKARGHATTI",846007,16,61.7480916030534,5.32824427480916
"KKI",23.4606875,80.9214735,"Madhya Pradesh","KARKELI",484661,13,34.1858407079646,2.61946902654867
"KKJ",26.8841473,80.8001699,"Uttar Pradesh","KAKORI",226102,14,150.33,9.73
"KKL",31.4757862,75.6304363,"Punjab","KALA BAKRA",144303,2,8.9,0.25
"KKLR",16.5507627,81.2179747,"Andhra Pradesh","KAIKOLUR",521333,29,29.1601941747573,3.88349514563107
"KKLU",18.883211,81.62012,"Chhattisgarh","KAKLUR",494442,2,60.2,4.8
"KKM",14.5926213,78.6666442,"Andhra Pradesh","KAMALAPURAM",516289,12,37.3238095238095,0.933333333333333
"KKMB",28.721225,77.712399,"Uttar Pradesh","KASTLA KASAMBAD",245304,4,215.378378378378,3.97297297297297
"KKN",22.1660024,76.8590334,"Madhya Pradesh","KHIRKIYA",461441,19,63.1777777777778,3.2
"KKNA",27.2776703,74.4926959,"Rajasthan","KHUNKHUNA",341318,3,10.9285714285714,-5.03571428571429
"KKNH",25.8884202,86.6095356,"Bihar","KARUKHIRHAR",852201,4,NA,NA
"KKP",30.5784252,74.818179,"Punjab","KOT KAPURA",151204,24,22.0961538461538,-1.00961538461538
"KKPR",22.474893,86.634598,"Jharkhand","KOKPARA",832302,17,10.0903225806452,0.303225806451613
"KKQ",22.3293734,87.244185,"West Bengal","KALAIKUNDA",721303,16,7.80689655172414,2.02758620689655
"KKRD",21.124662,73.485285,"Gujarat","KIKAKUI ROAD",394650,5,15.9428571428571,-8
"KKRH",25.4721833,83.7724525,"Uttar Pradesh","KARAHIA",232327,4,38.2105263157895,1.73684210526316
"KKRL",30.368254,76.090433,"Punjab","KAKRALA",147201,6,41.5555555555556,3.2962962962963
"KKRM",16.8150785,81.3641024,"Andhra Pradesh","KAIKORAM",534416,9,79.144578313253,2.71084337349398
"KKS",25.9590937,80.7495224,"Uttar Pradesh","KURASTI KALAN",212601,2,NA,NA
"KKT",26.8569277,84.048315,"Uttar Pradesh","KATH KUIYAN",274303,4,61.5128205128205,-3.76923076923077
"KKTA",25.1918592,86.9882443,"Bihar","KOLLIKHUTAHA",812005,12,3.63207547169811,0.0377358490566038
"KKTI",11.591817,79.154338,"Tamil Nadu","KUTTAKUDI",606305,2,19.6111111111111,1.05555555555556
"KKU",26.9292352,75.703035,"Rajasthan","KANAKPURA",302012,14,23.5913043478261,5.9304347826087
"KKW",16.2594796,73.7200149,"Maharashtra","KANKAVLI",416602,28,70.195530726257,14.7877094972067
"KKY",8.8190459,77.38107,"Tamil Nadu","KILA KADAIYAM",627415,8,12.0666666666667,1.58666666666667
"KKZ",9.0002174,76.7658432,"Kerala","KOTTARAKARA",691506,14,12.0230769230769,-0.276923076923077
"KL",27.2003276,77.0365056,"Rajasthan","KHERIL",321606,18,78.635593220339,3.57627118644068
"KLA",27.9794487,78.0101059,"Uttar Pradesh","KULWA",202140,15,42.1142857142857,3.12857142857143
"KLAD",12.4675092,74.9985052,"Kerala","KALANAD HALT",671317,6,18.037037037037,0.462962962962963
"KLAR",25.2947623,79.6367889,"Uttar Pradesh","KULPAHAR",210426,19,65.2666666666667,5.11428571428571
"KLB",27.1337943,77.7858831,"Uttar Pradesh","KIRAOLI",283122,12,58.9354838709677,1.29032258064516
"KLBA",21.3447576,78.5586514,"Maharashtra","KALAMBHA",441305,4,30.5555555555556,1.11111111111111
"KLD",26.7749002,83.0554346,"Uttar Pradesh","KHALILABAD",272175,58,50.7784810126582,3.17405063291139
"KLDI",16.8373839,81.677556,"Andhra Pradesh","KALDHARI",534216,5,62.3333333333333,-2.61111111111111
"KLE",29.793026,76.397987,"Haryana","KAITHAL",136027,12,23.3181818181818,-1.14545454545455
"KLG",22.2218701,84.7334336,"Odisha","KALUNGA",770031,11,51.9207920792079,1.89108910891089
"KLGM",11.0255767,79.005416,"Tamil Nadu","KALLAGAM",621653,2,23.4736842105263,0.368421052631579
"KLGN",11.3314832,78.1760851,"Tamil Nadu","KALANGANI",637014,4,6.86111111111111,-0.416666666666667
"KLGR",26.5516613,89.0499598,"West Bengal","KHALAIGRAM",735210,2,48.875,0.0625
"KLH",24.6912221,73.8428128,"Rajasthan","KHEMLI",313201,6,5.58333333333333,0.266666666666667
"KLHD",20.900379,76.064063,"Maharashtra","KOLHADI",425310,6,39.4444444444444,1.77777777777778
"KLI",30.4154219,76.5179032,"Punjab","KAULI",140701,8,33.7945205479452,2.72602739726027
"KLJ",27.2588647,79.6302966,"Uttar Pradesh","KAMALGANJ",209724,11,25.5,0.745283018867924
"KLJI",19.6480186,85.1518965,"Odisha","KALIJAI",761029,2,60.9259259259259,3
"KLK",30.8382564,76.9321731,"Himachal Pradesh","KALKA",133302,32,3.6125,-2.6
"KLL",23.2442263,72.5032897,"Gujarat","KALOL",382721,12,37.6039603960396,4.87128712871287
"KLLF",23.2442263,72.5032897,"Gujarat","KALOL",382721,4,4.78378378378378,-2.02702702702703
"KLM",16.2364932,75.7957506,"Karnataka","KADLIMATTI",587115,3,28.4814814814815,1.44444444444444
"KLMG",19.0352926,73.1145833,"Maharashtra","KALAMBOLI GOODS",410218,14,20.8527131782946,3.4031007751938
"KLMR",10.0626739,76.3271236,"Kerala","KALAMASSERI",683104,13,27.8547008547009,-0.547008547008547
"KLNK",28.833843,76.386626,"Haryana","KALANAUR KALAN",124113,10,12.7684210526316,3.08421052631579
"KLNT",23.3658906,88.3362097,"West Bengal","KALINAGAR",NA,3,21.56,0
"KLP",24.7407796,87.8237347,"Jharkhand","KOTALPUKUR",742236,22,52.7291666666667,3.38541666666667
"KLPM",8.8483856,77.9931986,"Tamil Nadu","KAILASAPURAM",628301,6,14.921568627451,8.09803921568627
"KLQ",8.9178033,76.6327286,"Kerala","KILIKOLLUR",691004,14,11.5,3.67692307692308
"KLRE",23.6507859,85.0014166,"Jharkhand","KHALARI",829205,21,65.8376068376068,1.51282051282051
"KLRS",25.2253783,77.594322,"Madhya Pradesh","KOLARAS",473774,8,59.5272727272727,2.98181818181818
